Unnamed: 0,Reaction ID,Reaction: Links to Reaxys,Data Count,Number of Reaction Details,Reaction Rank,Record Type,Reactant,Product,Bin,Reaction,Reaction Details: Reaction Classification,Example label,Example title,Fulltext of reaction,Number of Reaction Steps,Multi-step Scheme,Multi-step Details,Number of Stages,Solid Phase,Time (Reaction Details) [h],Temperature (Reaction Details) [C],Pressure (Reaction Details) [Torr],pH-Value (Reaction Details),Other Conditions,Reaction Type,Subject Studied,Prototype Reaction,Named Reaction,Type of reaction description (Reaction Details),Location,Comment (Reaction Details),Product.1,Yield,Yield (numerical),Yield (optical),Stage Reactant,Reagent,Catalyst,Solvent (Reaction Details),References,Links to Reaxys,Yield combined,Reagents as SMILES,Reagents Not Converted,Reactants.Reagents>>Products,Reactants,Products,Reactants + Reagents
31899368;,31899368.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=30500441&database=RX&origin=ReaxysOutput&ln=,(918 of 3523),1,70,full reaction; has preparation,formaldehyd; formic acid; Glyoxal; N-butylamine,CHO2(1-)*C11H21N2(1+),151086,C=O.[H]C(O)=O.O=CC=O.CCCCN.CCCCN>>[O-]C=O.CCCCN1C=C[N+](CCCC)=C1,Preparation,None,None,None,1,None,None,3.0,None,0.5; 0.5; 6,10; 10; 20,None,None,None,Modified Radziszewski reaction,None,None,None,None,supporting information; experimental part,None,CHO2(1-)*C11H21N2(1+),94 percent,94,None,formaldehyd; N-butylamine; formic acid; N-butylamine; Glyoxal,None,None,methanol; water; methanol; water; methanol; water,"Article; Zimmermann, Johannes; Ondruschka, Bernd; Stark, Annegret; Organic Process Research and Development; vol. 14; 5; (2010); p. 1102 - 1109;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=9013843&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,94 percent94None,,None,C=O.[H]C(O)=O.O=CC=O.CCCCN.CCCCN>>[O-]C=O.CCCCN1C=C[N+](CCCC)=C1,,,
39243321;,39243321.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=30500444&database=RX&origin=ReaxysOutput&ln=,(810 of 3523),2,72,full reaction; has preparation,formaldehyd; hexan-1-amine; Glyoxal; acetic acid,"1,3-dihexylimidazolium acetate",132230,C=O.CCCCCCN.O=CC=O.CC(O)=O.CCCCCCN>>CC([O-])=O.CCCCCCN1C=C[N+](CCCCCC)=C1,Preparation,None,None,None,1,None,None,2.0,None,0.5; 6,10; 20,None,None,None,Modified Radziszewski reaction,None,None,None,None,supporting information; experimental part,None,"1,3-dihexylimidazolium acetate",79 percent,79,None,formaldehyd; hexan-1-amine; acetic acid; Glyoxal,None,None,methanol; water; methanol; water,"Article; Zimmermann, Johannes; Ondruschka, Bernd; Stark, Annegret; Organic Process Research and Development; vol. 14; 5; (2010); p. 1102 - 1109;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=9013843&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,79 percent79None,,None,C=O.CCCCCCN.O=CC=O.CC(O)=O.CCCCCCN>>CC([O-])=O.CCCCCCN1C=C[N+](CCCCCC)=C1,,,
46103386;,46103386.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=34588223&database=RX&origin=ReaxysOutput&ln=,(1417 of 5000),1,72,full reaction; has preparation,formaldehyd; methyl 2-(2-chlorophenyl)-2-(2-(thiophen-3-yl)ethylamino)acetate hydrochloride,"methyl 2-(2-chlorophenyl)-2-(4,5-dihydrothieno[2,3-c]pyridine-6(7H)-yl)acetate hydrochloride",197974,C=O.Cl.COC(=O)C(NCCC1=CSC=C1)C1=C(Cl)C=CC=C1>>Cl.COC(=O)C(N1CCC2=C(C1)SC=C2)C1=CC=CC=C1Cl,Preparation,None,None,None,1,None,None,None,None,7,25 - 35,None,None,None,Pictet-Spengler Synthesis,None,None,None,Experimental part,None,None,"methyl 2-(2-chlorophenyl)-2-(4,5-dihydrothieno[2,3-c]pyridine-6(7H)-yl)acetate hydrochloride",90 percent,90,None,None,None,None,water,"Article; Aalla, Sampath; Gilla, Goverdhan; Anumula, Raghupathi Reddy; Charagondla, Kavitha; Vummenthala, Prabhakar Reddy; Padi, Pratap Reddy; Organic Process Research and Development; vol. 16; 9; (2012); p. 1523 - 1526;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=35448930&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,90 percent90None,,None,C=O.Cl.COC(=O)C(NCCC1=CSC=C1)C1=C(Cl)C=CC=C1>>Cl.COC(=O)C(N1CCC2=C(C1)SC=C2)C1=CC=CC=C1Cl,,,
46103371;,46103371.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=30500446&database=RX&origin=ReaxysOutput&ln=,(757 of 3523),2,73,full reaction; has preparation,formaldehyd; Glyoxal; acetic acid; N-butylamine,"1,3-dibutylimidazolium acetate",132230,C=O.O=CC=O.CC(O)=O.CCCCN.CCCCN>>CC([O-])=O.CCCCN1C=C[N+](CCCC)=C1,Preparation,None,None,None,1,None,None,2.0,None,0.5; 6,10; 20,None,None,None,Modified Radziszewski reaction,None,None,None,None,supporting information; experimental part,None,"1,3-dibutylimidazolium acetate",86 percent,86,None,formaldehyd; acetic acid; N-butylamine; Glyoxal,None,None,methanol; water; methanol; water,"Article; Zimmermann, Johannes; Ondruschka, Bernd; Stark, Annegret; Organic Process Research and Development; vol. 14; 5; (2010); p. 1102 - 1109;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=9013843&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,86 percent86None,,None,C=O.O=CC=O.CC(O)=O.CCCCN.CCCCN>>CC([O-])=O.CCCCN1C=C[N+](CCCC)=C1,,,
46103372;,46103372.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=30500449&database=RX&origin=ReaxysOutput&ln=,(811 of 3523),2,72,full reaction; has preparation,formaldehyd; Glyoxal; acetic acid; methylamine,"1,3-dimethyl-1H-imidazol-3-ium acetate",9232,C=O.O=CC=O.CC(O)=O.CN.C=O>>CC([O-])=O.CN1C=C[N+](C)=C1,Preparation,None,None,None,1,None,None,3.0,None,0.5; 0.5; 6,10; 10; 20,None,None,None,Modified Radziszewski reaction,None,None,None,None,supporting information; experimental part,None,"1,3-dimethyl-1H-imidazol-3-ium acetate",85 percent,85,None,formaldehyd; methylamine; acetic acid; methylamine; Glyoxal,None,None,methanol; water; methanol; water; methanol; water,"Article; Zimmermann, Johannes; Ondruschka, Bernd; Stark, Annegret; Organic Process Research and Development; vol. 14; 5; (2010); p. 1102 - 1109;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=9013843&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,85 percent85None,,None,C=O.O=CC=O.CC(O)=O.CN.C=O>>CC([O-])=O.CN1C=C[N+](C)=C1,,,
23570993;,23570993.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=698668&database=RX&origin=ReaxysOutput&ln=,(344 of 5000),175,92,full reaction; has preparation,"N,N-diphenylaminobenzene; N,N-dimethyl-formamide",4-(diphenylamino)benzaldehyde,292803,C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1.CN(C)C=O>>O=CC1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1,Preparation,None,None,None,1,None,None,None,None,0.05,60,None,None,None,Vilsmeier-Haack reaction,None,None,None,None,experimental part,None,4-(diphenylamino)benzaldehyde,81 percent,81,None,None,None,None,None,"Article; Van Den Broek, Sebastiaan A. M. W.; Leliveld, Jeroen R.; Becker, Rene; Delville, Marielle M. E.; Nieuwland, Pieter J.; Koch, Kaspar; Rutjes, Floris P. J. T.; Organic Process Research and Development; vol. 16; 5; (2012); p. 934 - 938;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=20172226&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,81 percent81None,,None,C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1.CN(C)C=O>>O=CC1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1,,,
3809610;,3809610.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=41999157&database=RX&origin=ReaxysOutput&ln=,(1391 of 4759),1,68,full reaction; has preparation,piperidine; (alphaR)-4-methoxy-3-(3-methoxypropoxy)-alpha-(1-methylethyl)benzenepropanal; (S)-ethyl-5-(((S)-4-benzyloxazolidin-2-on-3-yl)carbonyl)-6-methyl-3-oxoheptanoate,(S)-ethyl 5-(((S)-4-benzyl-2-oxooxazolidin-3-yl)-carbonyl)-2-((R)-2-(4-methoxy-3-(3-methoxypropoxy)-benzyl)-3-methylbutylidene)-6-methyl-3-oxoheptanoate; (S)-ethyl 2-((R)-2-(4-methoxy-3-(3-methoxypropoxy)-benzyl)-3-methylbutylidene)-6-methyl-3-oxo-5-(piperidin-1-ylcarbonyl)heptanoate,82378; 168218,C1CCNCC1.COCCCOC1=CC(C[C@@H](C=O)C(C)C)=CC=C1OC.CCOC(=O)CC(=O)C[C@@H](C(C)C)C(=O)N1[C@@H](CC2=CC=CC=C2)COC1=O>>CCOC(=O)C(=C[C@H](CC1=CC(OCCCOC)=C(OC)C=C1)C(C)C)C(=O)C[C@@H](C(C)C)C(=O)N1[C@@H](CC2=CC=CC=C2)COC1=O.CCOC(=O)C(=C[C@H](CC1=CC=C(OC)C(OCCCOC)=C1)C(C)C)C(=O)C[C@@H](C(C)C)C(=O)N1CCCCC1,Preparation,None,None,None,1,None,None,None,None,2,60,None,None,Inert atmosphere,Knoevenagel Condensation,None,Solvent; Reagent/catalyst,None,Experimental part,supporting information,None,(S)-ethyl 2-((R)-2-(4-methoxy-3-(3-methoxypropoxy)-benzyl)-3-methylbutylidene)-6-methyl-3-oxo-5-(piperidin-1-ylcarbonyl)heptanoate,70 percent,70,None,None,None,None,"N,N-dimethyl-formamide","Article; Cini, Elena; Banfi, Luca; Barreca, Giuseppe; Carcone, Luca; Malpezzi, Luciana; Manetti, Fabrizio; Marras, Giovanni; Rasparini, Marcello; Riva, Renata; Roseblade, Stephen; Russo, Adele; Taddei, Maurizio; Vitale, Romina; Zanotti-Gerosa, Antonio; Organic Process Research and Development; vol. 20; 2; (2016); p. 270 - 283;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=68335537&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,70 percent70None,,None,C1CCNCC1.COCCCOC1=CC(C[C@@H](C=O)C(C)C)=CC=C1OC.CCOC(=O)CC(=O)C[C@@H](C(C)C)C(=O)N1[C@@H](CC2=CC=CC=C2)COC1=O>>CCOC(=O)C(=C[C@H](CC1=CC(OCCCOC)=C(OC)C=C1)C(C)C)C(=O)C[C@@H](C(C)C)C(=O)N1[C@@H](CC2=CC=CC=C2)COC1=O.CCOC(=O)C(=C[C@H](CC1=CC=C(OC)C(OCCCOC)=C1)C(C)C)C(=O)C[C@@H](C(C)C)C(=O)N1CCCCC1,,,
42162742;,42162742.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=688146&database=RX&origin=ReaxysOutput&ln=,(447 of 3694),16,85,full reaction; has preparation,"2,3-dimethyl-buta-1,3-diene; acrylonitrile","3,4-dimethylcyclohex-3-ene-1-carbonitrile",207771,CC(=C)C(C)=C.C=CC#N>>CC1=C(C)CC(CC1)C#N,Preparation,None,None,None,1,None,None,None,None,0.1,200,67506.8,None,None,Diels-Alder Cycloaddition,None,Temperature; Time,None,Experimental part,supporting information,None,"3,4-dimethylcyclohex-3-ene-1-carbonitrile",86 percent,86,None,None,None,None,toluene,"Article; Adeyemi, Ahmed; Bergman, Joakim; Branalt, Jonas; Saevmarker, Jonas; Larhed, Mats; Organic Process Research and Development; vol. 21; 7; (2017); p. 947 - 955;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=71680270&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,86 percent86None,,None,CC(=C)C(C)=C.C=CC#N>>CC1=C(C)CC(CC1)C#N,,,
42162749;,42162749.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=688146&database=RX&origin=ReaxysOutput&ln=,(297 of 3523),16,85,full reaction; has preparation,"2,3-dimethyl-buta-1,3-diene; acrylonitrile","3,4-dimethylcyclohex-3-ene-1-carbonitrile",207771,CC(=C)C(C)=C.C=CC#N>>CC1=C(C)CC(CC1)C#N,Preparation,None,None,None,1,None,None,None,None,0.05,280,97509.8,None,None,Diels-Alder reaction,None,None,None,None,supporting information; experimental part,None,"3,4-dimethylcyclohex-3-ene-1-carbonitrile",82 percent,82,None,None,None,None,toluene,"Article; Damm, Markus; Glasnov, Toma N.; Kappe, C. Oliver; Organic Process Research and Development; vol. 14; 1; (2010); p. 215 - 224;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=8871187&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,82 percent82None,,None,CC(=C)C(C)=C.C=CC#N>>CC1=C(C)CC(CC1)C#N,,,
42162671;,42162671.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=9424390&database=RX&origin=ReaxysOutput&ln=,(301 of 5000),98,95,full reaction; has preparation,N-allyl-4-methyl-N-(2-methylallyl)benzenesulfonamide,"3-methyl-1-[(4-methylphenyl)-sulfonyl]-2,5-dihydro-1H-pyrrole",None,CC(=C)CN(CC=C)S(=O)(=O)C1=CC=C(C)C=C1>>CC1=CCN(C1)S(=O)(=O)C1=CC=C(C)C=C1,Preparation,None,None,None,1,None,None,None,None,2,40,None,None,None,Alkene (Olefin) Metathesis,None,None,None,Experimental part,supporting information,None,"3-methyl-1-[(4-methylphenyl)-sulfonyl]-2,5-dihydro-1H-pyrrole",91 percent,91,None,None,C45H67Cl2N4ORu(1+)*Cl(1-),None,dichloromethane,"Article; Szczepaniak, Grzegorz; Noga?, Wojciech; Piatkowski, Jakub; Ruszczy?ska, Anna; Bulska, Ewa; Grela, Karol; Organic Process Research and Development; vol. 23; 5; (2019); p. 836 - 844;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=76384430&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,91 percent91None,,C45H67Cl2N4ORu(1+)*Cl(1-),CC(=C)CN(CC=C)S(=O)(=O)C1=CC=C(C)C=C1>>CC1=CCN(C1)S(=O)(=O)C1=CC=C(C)C=C1,,,
34793891;,34793891.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=10395121&database=RX&origin=ReaxysOutput&ln=,(461 of 5000),9,91,full reaction; has preparation,"3,3-diallylpentane-2,4-dione","cyclopent-3-ene-1,1-diacetyl",317816,CC(=O)C(CC=C)(CC=C)C(C)=O>>CC(=O)C1(CC=CC1)C(C)=O,Preparation,None,None,None,1,None,None,None,None,2,40,None,None,None,Alkene (Olefin) Metathesis,None,None,None,Experimental part,supporting information,None,"cyclopent-3-ene-1,1-diacetyl",67 percent,67,None,None,C45H67Cl2N4ORu(1+)*Cl(1-),None,dichloromethane,"Article; Szczepaniak, Grzegorz; Noga?, Wojciech; Piatkowski, Jakub; Ruszczy?ska, Anna; Bulska, Ewa; Grela, Karol; Organic Process Research and Development; vol. 23; 5; (2019); p. 836 - 844;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=76384430&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,67 percent67None,,C45H67Cl2N4ORu(1+)*Cl(1-),CC(=O)C(CC=C)(CC=C)C(C)=O>>CC(=O)C1(CC=CC1)C(C)=O,,,
34793889;,34793889.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=9017904&database=RX&origin=ReaxysOutput&ln=,(305 of 3836),10,90,full reaction; has preparation,methyl vinyl ketone; 4-bromo-benzaldehyde,4-hydroxy-4-(4-bromophenyl)-3-methylenebutan-2-one,228891,CC(=O)C=C.BrC1=CC=C(C=O)C=C1>>CC(=O)C(=C)C(O)C1=CC=C(Br)C=C1,Preparation,None,None,None,1,None,None,None,None,1,60,51755.2,None,Flow reactor,Morita-Baylis-Hillman Alkylation,None,None,None,Experimental part,None,None,4-hydroxy-4-(4-bromophenyl)-3-methylenebutan-2-one,62 percent,62,None,None,polymer-bound 4-(dimethylamino)pyridine (polyDMAP),None,butan-1-ol,"Article; Verdier, Rasmus A. T.; Mikkelsen, Jesper H.; Lindhardt, Anders T.; Organic Process Research and Development; vol. 22; 11; (2018); p. 1524 - 1533;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=75374558&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,62 percent62None,,polymer-bound 4-(dimethylamino)pyridine (polyDMAP),CC(=O)C=C.BrC1=CC=C(C=O)C=C1>>CC(=O)C(=C)C(O)C1=CC=C(Br)C=C1,,,
34793919;,34793919.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=49856420&database=RX&origin=ReaxysOutput&ln=,(557 of 3836),1,79,full reaction; has preparation,"methyl vinyl ketone; 3,4-dichlorobenzaldehyde","3-((3,4-dichlorophenyl)(hydroxy)methyl)but-3-en-2-one",228891,CC(=O)C=C.ClC1=CC=C(C=O)C=C1Cl>>CC(=O)C(=C)C(O)C1=CC(Cl)=C(Cl)C=C1,Preparation,None,None,None,1,None,None,None,None,1,60,51755.2,None,Flow reactor,Morita-Baylis-Hillman Alkylation,None,None,None,Experimental part,None,None,"3-((3,4-dichlorophenyl)(hydroxy)methyl)but-3-en-2-one",59 percent,59,None,None,"N,N-dimethylpyridin-4-amine linked mesoporous silica (DMAP-MS)",None,dichloromethane; butan-1-ol,"Article; Verdier, Rasmus A. T.; Mikkelsen, Jesper H.; Lindhardt, Anders T.; Organic Process Research and Development; vol. 22; 11; (2018); p. 1524 - 1533;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=75374558&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,59 percent59None,,"N,N-dimethylpyridin-4-amine linked mesoporous silica (DMAP-MS)",CC(=O)C=C.ClC1=CC=C(C=O)C=C1Cl>>CC(=O)C(=C)C(O)C1=CC(Cl)=C(Cl)C=C1,,,
34793914;,34793914.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=9797554&database=RX&origin=ReaxysOutput&ln=,(461 of 3836),4,82,full reaction; has preparation,methyl vinyl ketone; methyl 4-formylbenzoate,methyl 4-[(1-hydroxy)(2-methylene)butyl-3-one]benzoate,228892,CC(=O)C=C.COC(=O)C1=CC=C(C=O)C=C1>>COC(=O)C1=CC=C(C=C1)C(O)C(=C)C(C)=O,Preparation,None,None,None,1,None,None,None,None,1,60,51755.2,None,Flow reactor,Morita-Baylis-Hillman Alkylation,None,None,None,Experimental part,None,None,methyl 4-[(1-hydroxy)(2-methylene)butyl-3-one]benzoate,33 percent,33,None,None,"N,N-dimethylpyridin-4-amine linked mesoporous silica (DMAP-MS)",None,dichloromethane; butan-1-ol,"Article; Verdier, Rasmus A. T.; Mikkelsen, Jesper H.; Lindhardt, Anders T.; Organic Process Research and Development; vol. 22; 11; (2018); p. 1524 - 1533;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=75374558&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,33 percent33None,,"N,N-dimethylpyridin-4-amine linked mesoporous silica (DMAP-MS)",CC(=O)C=C.COC(=O)C1=CC=C(C=O)C=C1>>COC(=O)C1=CC=C(C=C1)C(O)C(=C)C(C)=O,,,
34793913;,34793913.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=11007658&database=RX&origin=ReaxysOutput&ln=,(70 of 3836),8,100,full reaction; has preparation,methyl vinyl ketone; 4-cyanobenzaldehyde,3-[1-hydroxy-1-(4-cyanophenyl)methyl]-3-buten-2-one,228892,CC(=O)C=C.O=CC1=CC=C(C=C1)C#N>>CC(=O)C(=C)C(O)C1=CC=C(C=C1)C#N,Preparation,None,None,None,1,None,None,None,None,0.5,60,51755.2,None,Flow reactor,Morita-Baylis-Hillman Alkylation,None,None,None,Experimental part,None,None,3-[1-hydroxy-1-(4-cyanophenyl)methyl]-3-buten-2-one,64 percent,64,None,None,"N,N-dimethylpyridin-4-amine linked mesoporous silica (DMAP-MS)",None,dichloromethane; butan-1-ol,"Article; Verdier, Rasmus A. T.; Mikkelsen, Jesper H.; Lindhardt, Anders T.; Organic Process Research and Development; vol. 22; 11; (2018); p. 1524 - 1533;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=75374558&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,64 percent64None,,"N,N-dimethylpyridin-4-amine linked mesoporous silica (DMAP-MS)",CC(=O)C=C.O=CC1=CC=C(C=C1)C#N>>CC(=O)C(=C)C(O)C1=CC=C(C=C1)C#N,,,
34793917;,34793917.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=5005851&database=RX&origin=ReaxysOutput&ln=,(66 of 3836),26,100,full reaction; has preparation,methyl vinyl ketone; 2-nitro-benzaldehyde,3-[hydroxy-(2-nitrophenyl)methyl]but-3-en-2-one,None,CC(=O)C=C.O=CC1=CC=CC=C1N(=O)=O>>CC(=O)C(=C)C(O)C1=C(C=CC=C1)N(=O)=O,Preparation,None,None,None,1,None,None,None,None,1,60,51755.2,None,Flow reactor,Morita-Baylis-Hillman Alkylation,None,Solvent,None,Experimental part,None,None,3-[hydroxy-(2-nitrophenyl)methyl]but-3-en-2-one,82 percent,82,None,None,polymer-bound 4-(dimethylamino)pyridine (polyDMAP),None,butan-1-ol,"Article; Verdier, Rasmus A. T.; Mikkelsen, Jesper H.; Lindhardt, Anders T.; Organic Process Research and Development; vol. 22; 11; (2018); p. 1524 - 1533;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=75374558&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,82 percent82None,,polymer-bound 4-(dimethylamino)pyridine (polyDMAP),CC(=O)C=C.O=CC1=CC=CC=C1N(=O)=O>>CC(=O)C(=C)C(O)C1=C(C=CC=C1)N(=O)=O,,,
31381898;,31381898.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=25589227&database=RX&origin=ReaxysOutput&ln=,(268 of 4030),5,90,full reaction; has preparation,"1,3-diacetoxyacetone; ethyl (triphenylphosphoranylidene)acetate",4-acetoxy-3-acetoxymethyl-but-2-enoic acid ethyl ester,299859,CC(=O)OCC(=O)COC(C)=O.CCOC(=O)C=P(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1>>CCOC(=O)\C=C(/COC(C)=O)COC(C)=O,Preparation,None,None,None,1,None,None,None,None,19,20,None,None,Inert atmosphere; Reflux; Large scale reaction,Wittig reaction,None,None,None,None,experimental part,None,4-acetoxy-3-acetoxymethyl-but-2-enoic acid ethyl ester,98 percent,98,None,None,None,None,tert-butyl methyl ether,"Article; Adam, Jean-Michel; Foricher, Joseph; Hanlon, Steven; Lohri, Bruno; Moine, Gerard; Schmid, Rudolf; Wirz, Beat; Zutter, Ulrich; Stahr, Helmut; Weber, Martin; Organic process research and development; vol. 15; 3; (2011); p. 515 - 526;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=20042330&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,98 percent98None,,None,CC(=O)OCC(=O)COC(C)=O.CCOC(=O)C=P(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1>>CCOC(=O)\C=C(/COC(C)=O)COC(C)=O,,,
80784;,80784.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=33816184&database=RX&origin=ReaxysOutput&ln=,(1188 of 5000),1,74,full reaction; has preparation,"N-(2-(tert-butoxycarbonylamino)phenyl)-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)benzamide; 2-chloro-5-(morpholin-4-ylmethyl)nicotinonitrile",tert-butyl [2-({4-[3-cyano-5-(morpholin-4-ylmethyl)pyridin-2-yl]benzoyl}amino)phenyl]carbamate,293377,CC(C)(C)OC(=O)NC1=CC=CC=C1NC(=O)C1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1.ClC1=NC=C(CN2CCOCC2)C=C1C#N>>CC(C)(C)OC(=O)NC1=C(NC(=O)C2=CC=C(C=C2)C2=NC=C(CN3CCOCC3)C=C2C#N)C=CC=C1,Preparation,None,None,None,1,None,None,None,None,4,80,None,None,Alkaline conditions; Inert atmosphere,Suzuki coupling,None,None,None,None,experimental part,None,tert-butyl [2-({4-[3-cyano-5-(morpholin-4-ylmethyl)pyridin-2-yl]benzoyl}amino)phenyl]carbamate,58 percent,58,None,None,"dichloro(1,1'-bis(diphenylphosphanyl)ferrocene)palladium(II)*CH2Cl2",None,"1,2-dimethoxyethane; water","Article; Graham, Mark A.; Raw, Steven A.; Andrews, David M.; Good, Catherine J.; Matusiak, Zbigniew S.; Maybury, Mark; Stokes, Elaine S. E.; Turner, Andrew T.; Organic Process Research and Development; vol. 16; 7; (2012); p. 1283 - 1292;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=20184948&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,58 percent58None,,"dichloro(1,1'-bis(diphenylphosphanyl)ferrocene)palladium(II)*CH2Cl2",CC(C)(C)OC(=O)NC1=CC=CC=C1NC(=O)C1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1.ClC1=NC=C(CN2CCOCC2)C=C1C#N>>CC(C)(C)OC(=O)NC1=C(NC(=O)C2=CC=C(C=C2)C2=NC=C(CN3CCOCC3)C=C2C#N)C=CC=C1,,,
